id, citation
Title 7 Article 4 Citation 11,     degree. a person is guilty of dissemination of an unlawful surveillance image in the second degree when he or she with knowledge of the unlawful conduct by which an image or images of the sexual or other intimate parts of another person or persons were obtained and such unlawful conduct would satisfy the essential elements of the crime of unlawful surveillance in the first or second degree as defined respectively in section 250.50 or 250.45 of this article intentionally disseminates such image or images. dissemination of an unlawful surveillance image in the second degree is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 7 Article 4 Citation 12,     degree. a person is guilty of dissemination of an unlawful surveillance image in the first degree when: 1. he or she with knowledge of the unlawful conduct by which an image or images of the sexual or other intimate parts of another person or persons were obtained and such unlawful conduct would satisfy the essential elements of the crime of unlawful surveillance in the first or second degree as defined respectively in section 250.50 or 250.45 of this article sells or publishes such image or images; or 2. having created a surveillance image in violation of section 250.45 or 250.50 of this article or in violation of the law in any other jurisdiction which includes all of the essential elements of either such crime or having acted as an accomplice to such crime or acting as an agent to the person who committed such crime he or she intentionally disseminates such unlawfully created image; or 3. he or she commits the crime of dissemination of an unlawful surveillance image in the second degree and has been previously convicted within the past ten years of dissemination of an unlawful surveillance image in the first or second degree. dissemination of an unlawful surveillance image in the first degree is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 7 Article 4 Citation 13,1. the provisions of sections 250.45 250.50 250.55 and 250.60 of this article do not apply with respect to any: (a) law enforcement personnel engaged in the conduct of their authorized duties; (b) security system wherein a written notice is conspicuously posted on the premises stating that a video surveillance system has been installed for the purpose of security; or (c) video surveillance devices installed in such a manner that their presence is clearly and immediately obvious. 2. with respect to sections 250.55 and 250.60 of this article the provisions of subdivision two of section 235.15 and subdivisions one and two of section 235.24 of this chapter shall apply. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 0,a person is guilty of unlawfully solemnizing a marriage when: 1. knowing that he is not authorized by the laws of this state to do so he performs a marriage ceremony or presumes to solemnize a marriage; or 2. being authorized by the laws of this state to perform marriage ceremonies and to solemnize marriages he performs a marriage ceremony or solemnizes a marriage knowing that a legal impediment to such marriage exists. unlawfully solemnizing a marriage is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 1,a person is guilty of unlawfully issuing a dissolution decree when not being a judicial officer authorized to issue decrees of divorce or annulment he issues a written instrument reciting or certifying that he or some other purportedly but not actually authorized person has issued a valid decree of civil divorce annulment or other dissolution of a marriage. unlawfully issuing a dissolution decree is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 2,a person is guilty of unlawfully procuring a marriage license when he procures a license to marry another person at a time when he has a living spouse or the other person has a living spouse. unlawfully procuring a marriage license is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 3,a person is guilty of bigamy when he contracts or purports to contract a marriage with another person at a time when he has a living spouse or the other person has a living spouse. bigamy is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 4,a person is guilty of adultery when he engages in sexual intercourse with another person at a time when he has a living spouse or the other person has a living spouse. adultery is a class b misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 5,     defense. in any prosecution for unlawfully procuring a marriage license bigamy or adultery it is an affirmative defense that the defendant acted under a reasonable belief that both he and the other person to the marriage or prospective marriage or to the sexual intercourse as the case may be were unmarried. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 6,a person is guilty of incest in the third degree when he or she marries or engages in sexual intercourse oral sexual conduct or anal sexual conduct with a person whom he or she knows to be related to him or her whether through marriage or not as an ancestor descendant brother or sister of either the whole or the half blood uncle aunt nephew or niece. incest in the third degree is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 7,a person is guilty of incest in the second degree when he or she commits the crime of rape in the second degree as defined in section 130.30 of this part or criminal sexual act in the second degree as defined in section 130.45 of this part against a person whom he or she knows to be related to him or her whether through marriage or not as an ancestor descendant brother or sister of either the whole or the half blood uncle aunt nephew or niece. incest in the second degree is a class d felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 8,a person is guilty of incest in the first degree when he or she commits the crime of rape in the first degree as defined in subdivision three or four of section 130.35 of this part or criminal sexual act in the first degree as defined in subdivision three or four of section 130.50 of this part against a person whom he or she knows to be related to him or her whether through marriage or not as an ancestor descendant brother or sister of either the whole or half blood uncle aunt nephew or niece. incest in the first degree is a class b felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 0 Citation 9,1. a person shall not be convicted of adultery or of an attempt to commit adultery solely upon the testimony of the other party to the adulterous act or attempted act unsupported by other evidence tending to establish that the defendant attempted to engage with the other party in sexual intercourse and that the defendant or the other party had a living spouse at the time of the adulterous act or attempted act. 2. a person shall not be convicted of incest or of an attempt to commit incest solely upon the testimony of the other party unsupported by other evidence tending to establish that the defendant married the other party or that the defendant was a relative of the other party of a kind specified in section 255.25. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 0,1. a person is guilty of abandonment of a child when being a parent guardian or other person legally charged with the care or custody of a child less than fourteen years old he or she deserts such child in any place with intent to wholly abandon such child. 2. a person is not guilty of the provisions of this section when he or she engages in the conduct described in subdivision one of this section: (a) with the intent that the child be safe from physical injury and cared for in an appropriate manner; (b) the child is left with an appropriate person or in a suitable location and the person who leaves the child promptly notifies an appropriate person of the child's location; and (c) the child is not more than thirty days old. abandonment of a child is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 1,a person is guilty of non-support of a child when: 1. being a parent guardian or other person legally charged with the care or custody of a child less than sixteen years old he or she fails or refuses without lawful excuse to provide support for such child when he or she is able to do so or becomes unable to do so when though employable he or she voluntarily terminates his or her employment voluntarily reduces his or her earning capacity or fails to diligently seek employment; or 2. being a parent guardian or other person obligated to make child support payments by an order of child support entered by a court of competent jurisdiction for a child less than eighteen years old he or she knowingly fails or refuses without lawful excuse to provide support for such child when he or she is able to do so or becomes unable to do so when though employable he or she voluntarily terminates his or her employment voluntarily reduces his or her earning capacity or fails to diligently seek employment. non-support of a child in the second degree is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 2,a person is guilty of non-support of a child in the first degree when: 1. (a) being a parent guardian or other person legally charged with the care or custody of a child less than sixteen years old he or she fails or refuses without lawful excuse to provide support for such child when he or she is able to do so; or (b) being a parent guardian or other person obligated to make child support payments by an order of child support entered by a court of competent jurisdiction for a child less than eighteen years old he or she fails or refuses without lawful excuse to provide support for such child when he or she is able to do so; and 2. he or she has previously been convicted in the preceding five years of a crime defined in section 260.05 of this article or a crime defined by the provisions of this section. non-support of a child in the first degree is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 3,a person is guilty of endangering the welfare of a child when: 1. he or she knowingly acts in a manner likely to be injurious to the physical mental or moral welfare of a child less than seventeen years old or directs or authorizes such child to engage in an occupation involving a substantial risk of danger to his or her life or health; or 2. being a parent guardian or other person legally charged with the care or custody of a child less than eighteen years old he or she fails or refuses to exercise reasonable diligence in the control of such child to prevent him or her from becoming an "abused child" a "neglected child" a "juvenile delinquent" or a "person in need of supervision" as those terms are defined in articles ten three and seven of the family court act. 3. a person is not guilty of the provisions of this section when he or she engages in the conduct described in subdivision one of section 260.00 of this article: (a) with the intent to wholly abandon the child by relinquishing responsibility for and right to the care and custody of such child; (b) with the intent that the child be safe from physical injury and cared for in an appropriate manner; (c) the child is left with an appropriate person or in a suitable location and the person who leaves the child promptly notifies an appropriate person of the child's location; and (d) the child is not more than thirty days old. endangering the welfare of a child is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 4,a person shall not be convicted of endangering the welfare of a child or of an attempt to commit the same upon the testimony of a victim who is incapable of consent because of mental defect or mental incapacity as to conduct that constitutes an offense or an attempt to commit an offense referred to in section 130.16 without additional evidence sufficient pursuant to section 130.16 to sustain a conviction of an offense referred to in section 130.16 or of an attempt to commit the same. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 5,in any prosecution for endangering the welfare of a child pursuant to section 260.10 of this article based upon an alleged failure or refusal to provide proper medical care or treatment to an ill child it is an affirmative defense that the defendant (a) is a parent guardian or other person legally charged with the care or custody of such child; and (b) is a member or adherent of an organized church or religious group the tenets of which prescribe prayer as the principal treatment for illness; and (c) treated or caused such ill child to be treated in accordance with such tenets. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 6,a person is guilty of unlawfully dealing with a child in the first degree when: 1. he knowingly permits a child less than eighteen years old to enter or remain in or upon a place premises or establishment where sexual activity as defined by article one hundred thirty two hundred thirty or two hundred sixty-three of this chapter or activity involving controlled substances as defined by article two hundred twenty of this chapter or involving marihuana as defined by article two hundred twenty-one of this chapter is maintained or conducted and he knows or has reason to know that such activity is being maintained or conducted; or 2. he gives or sells or causes to be given or sold any alcoholic beverage as defined by section three of the alcoholic beverage control law to a person less than twenty-one years old; except that this subdivision does not apply to the parent or guardian of such a person or to a person who gives or causes to be given any such alcoholic beverage to a person under the age of twenty-one years who is a student in a curriculum licensed or registered by the state education department where the tasting or imbibing of alcoholic beverages is required in courses that are part of the required curriculum provided such alcoholic beverages are given only for instructional purposes during classes conducted pursuant to such curriculum. it is no defense to a prosecution pursuant to subdivision two of this section that the child acted as the agent or representative of another person or that the defendant dealt with the child as such. it is an affirmative defense to a prosecution pursuant to subdivision two of this section that the defendant who sold caused to be sold or attempted to sell such alcoholic beverage to a person less than twenty-one years old had not been at the time of such sale or attempted sale convicted of a violation of this section or section 260.21 of this article within the preceding five years and such defendant subsequent to the commencement of the present prosecution has completed an alcohol training awareness program established pursuant to subdivision twelve of section seventeen of the alcoholic beverage control law. a defendant otherwise qualifying pursuant to this paragraph may request and shall be afforded a reasonable adjournment of the proceedings to enable him or her to complete such alcohol training awareness program. unlawfully dealing with a child in the first degree is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 7,a person is guilty of unlawfully dealing with a child in the second degree when: 1. being an owner lessee manager or employee of a place where alcoholic beverages are sold or given away he permits a child less than sixteen years old to enter or remain in such place unless: (a) the child is accompanied by his parent guardian or an adult authorized by a parent or guardian; or (b) the entertainment or activity is being conducted for the benefit or  under the auspices of a non-profit school church or other educational or religious institution; or (c) otherwise permitted by law to do so; or (d) the establishment is closed to the public for a specified period of time to conduct an activity or entertainment during which the child is in or remains in such establishment and no alcoholic beverages are sold served given away or consumed at such establishment during such period. the state liquor authority shall be notified in writing by the licensee of such establishment of the intended closing of such establishment to conduct any such activity or entertainment not less than ten days prior to any such closing; or 2. he marks the body of a child less than eighteen years old with indelible ink or pigments by means of tattooing; or 3. he sells or causes to be sold tobacco in any form to a child less than eighteen years old. it is no defense to a prosecution pursuant to subdivision three of this section that the child acted as the agent or representative of another person or that the defendant dealt with the child as such. unlawfully dealing with a child in the second degree is a class b misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 8,a person is guilty of facilitating female genital mutilation when knowing that a person intends to engage in the circumcising excising or infibulating of the whole or any part of the labia majora or labia minora or clitoris of a person under eighteen years of age and except as provided in subdivision two of section 130.85 of this chapter he or she intentionally aids the commission or attempted commission of such conduct. facilitating female genital mutilation is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 9,     disabled person in the second degree. a person is guilty of endangering the welfare of an incompetent or physically disabled person in the second degree when he or she recklessly engages in conduct which is likely to be injurious to the physical mental or moral welfare of a person who is unable to care for himself or herself because of physical disability mental disease or defect. endangering the welfare of an incompetent or physically disabled person in the second degree is a class a misdemeanor. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 10,      disabled person in the first degree. a person is guilty of endangering the welfare of an incompetent or physically disabled person in the first degree when he knowingly acts in a manner likely to be injurious to the physical mental or moral welfare of a person who is unable to care for himself or herself because of physical disability mental disease or defect. endangering the welfare of an incompetent or physically disabled person in the first degree is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 11,for the purpose of sections 260.32 and 260.34 of this article the following definitions shall apply: 1. "caregiver" means a person who (i) assumes responsibility for the care of a vulnerable elderly person or an incompetent or physically disabled person pursuant to a court order; or (ii) receives monetary or other valuable consideration for providing care for a vulnerable elderly person or an incompetent or physically disabled person. 2. "sexual contact" means any touching of the sexual or other intimate parts of a person for the purpose of gratifying sexual desire of either party. it includes the touching of the actor by the victim as well as the touching of the victim by the actor whether directly or through clothing as well as the emission of ejaculate by the actor upon any part of the victim clothed or unclothed. 3. "vulnerable elderly person" means a person sixty years of age or older who is suffering from a disease or infirmity associated with advanced  age and manifested by demonstrable physical mental or emotional dysfunction to the extent that the person is incapable of adequately providing for his or her own health or personal care. 4. "incompetent or physically disabled person" means an individual who is unable to care for himself or herself because of physical disability mental disease or defect. * nb there are 2 § 260.31's ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 12,a person is guilty of misrepresentation by a child day care provider when being a child day care provider or holding himself or herself out as such he or she makes any willful and intentional misrepresentation by act or omission to a parent or guardian of a child in the care of such provider (or a child whose prospective placement in such care is being considered by such parent or guardian) to any state or local official having jurisdiction over child day care providers or to any police officer or peace officer as to the facts pertaining to such child day care provider including but not limited to: (i) the number of children in the facility or home where such number is in violation of the provisions of section three hundred ninety of the social services law (ii) the area of the facility home or center used for child day care or (iii) the credentials or qualifications of any child day care provider assistant employee or volunteer. a misrepresentation subject to the provisions of this section must substantially place at risk the health or safety of a child in the care of a child day care provider. misrepresentation by a child day care provider is a class  a misdemeanor. * nb there are 2 § 260.31's ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 13,      incompetent or physically disabled person in the second       degree. a person is guilty of endangering the welfare of a vulnerable elderly person or an incompetent or physically disabled person in the second degree when being a caregiver for a vulnerable elderly person or an incompetent or physically disabled person: 1. with intent to cause physical injury to such person he or she causes such injury to such person; or 2. he or she recklessly causes physical injury to such person; or 3. with criminal negligence he or she causes physical injury to such person by means of a deadly weapon or a dangerous instrument; or 4. he or she subjects such person to sexual contact without the latter's consent. lack of consent under this subdivision results from forcible compulsion or incapacity to consent as those terms are defined in article one hundred thirty of this chapter  or  any  other circumstances in which the vulnerable elderly person or an incompetent or physically disabled person does not expressly or impliedly acquiesce in the caregiver's conduct. in any prosecution under this subdivision in which  the victim's alleged lack of consent results solely from incapacity to consent because of the victim's mental disability or mental incapacity the provisions of section 130.16 of this chapter shall apply. in addition in any prosecution under this subdivision in which the victim's lack of consent is based solely upon his or her incapacity to consent because he or she was mentally disabled mentally incapacitated or physically helpless it is an affirmative defense that the defendant at the time he or she engaged in the conduct constituting the offense did not know of the facts or conditions responsible for such incapacity to consent. endangering the welfare of a vulnerable elderly person or an incompetent or physically disabled person in the second degree is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 14,     incompetent or physically disabled person in the first      degree. a person is guilty of endangering the welfare of a vulnerable elderly person or an incompetent or physically disabled person in the first degree when being a caregiver for a vulnerable elderly person or an incompetent or physically disabled person: 1. with intent to cause physical injury to such person he or she causes serious physical injury to such person; or 2. he or she recklessly causes serious physical injury to such person. endangering the welfare of a vulnerable elderly person or an incompetent or physically disabled person in the first degree is a class d felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 1 Citation 15,     or children. 1. a person is guilty of misrepresentation by or on behalf of a caregiver for a child or children when he or she: (a) intentionally makes a false written statement about himself herself or another person while he or she or such other person is being considered for employment or while under employment as a caregiver to a parent or guardian of a child or children or the agent of a parent or guardian and (b)  such  statement contains a materially false representation regarding the caregiver's background related to the ability to safely care for a child or children and (c) a reasonable person would have relied upon such statement in making an employment decision. 2. for the purposes of this section "caregiver" shall mean a person employed by or being considered for employment to provide fifteen or more hours of care per week to a child or children in the home of such child or children or in the home of such caregiver provided that such term shall not apply to a child day care provider required to be licensed pursuant to the social services law. misrepresentation by or on behalf of a caregiver for a child or children is a class a misdemeanor provided however that if any sentence of imprisonment is imposed for a conviction under this section term of imprisonment shall not exceed six months. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 0,as used in this article the following definitions shall apply: 1. "sexual performance" means any performance or part thereof which for purposes of section 263.16 of this article includes sexual conduct by a child less than sixteen years of age or for purposes of section 263.05 or 263.15 of this article includes sexual conduct by a child less than seventeen years of age. 2. "obscene sexual performance" means any performance which for purposes of section 263.11 of this article includes sexual conduct by a child less than sixteen years of age or for purposes of section 263.10 of this article includes sexual conduct by a child less than seventeen years of age in any material which is obscene as such term is defined in section 235.00 of this chapter. 3. "sexual conduct" means actual or simulated sexual intercourse oral sexual conduct anal sexual conduct sexual bestiality masturbation sado-masochistic abuse or lewd exhibition of the genitals. 4. "performance" means any play motion picture photograph or dance. performance also means any other visual representation exhibited before an audience. 5. "promote" means to procure manufacture issue sell give provide lend mail deliver transfer transmute publish distribute circulate disseminate present exhibit or advertise or to offer or agree to do the same. 6. "simulated" means the explicit depiction of any of the conduct set forth in subdivision three of this section which creates the appearance of such conduct and which exhibits any uncovered portion of the breasts genitals or buttocks. 7. "oral sexual conduct" and "anal sexual conduct" mean the conduct defined by subdivision two of section 130.00 of this chapter. 8. "sado-masochistic abuse" means the conduct defined in subdivision five of section 235.20 of this chapter. 9. for purposes of sections 263.10 263.11 263.15 and 263.16 of this article the terms "possession" "control" and "promotion" shall not include conduct by an attorney when the performance was provided to such attorney  in  relation  to the representation of a person under investigation or charged under this chapter or as a respondent pursuant to the family court act and is limited in use for the purpose of representation for the period of such representation. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 1,a person is guilty of the use of a child in a sexual performance if knowing the character and content thereof he employs authorizes or induces a child less than seventeen years of age to engage in a sexual performance or being a parent legal guardian or custodian of such child he consents to the participation by such child in a sexual performance. use of a child in a sexual performance is a class c felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 2,a person is guilty of promoting an obscene sexual performance by a child when knowing the character and content thereof he produces directs or promotes any obscene performance which includes sexual conduct by a child less than seventeen years of age. promoting an obscene sexual performance by a child is a class d felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 3,a person is guilty of possessing an obscene sexual performance by a child when knowing the character and content thereof he knowingly has in his possession or control or knowingly accesses with intent to view any obscene performance which includes sexual conduct by a child less than sixteen years of age. possessing an obscene sexual performance by a child is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 4,a person is guilty of promoting a sexual performance by a child when knowing the character and content thereof he produces directs or promotes any performance which includes sexual conduct by a child less than seventeen years of age. promoting a sexual performance by a child is a class d felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 5,a person is guilty of possessing a sexual performance by a child when knowing the character and content thereof he knowingly has in his possession or control or knowingly accesses with intent to view any performance which includes sexual conduct by a child less than sixteen years of age. possessing a sexual performance by a child is a class e felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 6,1. under this article it shall be an affirmative defense that the defendant in good faith reasonably believed the person appearing in the performance was for purposes of section 263.11 or 263.16 of this article sixteen years of age or over or for purposes of section 263.05 263.10 or 263.15 of this article seventeen years of age or over. 2. in any prosecution for any offense pursuant to this article it is an affirmative defense that the person so charged was a librarian engaged in the normal course of his employment a motion picture projectionist stage employee or spotlight operator cashier doorman usher candy stand attendant porter or in any other non-managerial or non-supervisory capacity in a motion picture theatre; provided he has no financial interest other than his employment which employment does not encompass compensation based upon any proportion of the gross receipts in the promotion of a sexual performance for sale rental or exhibition or  in  the  promotion presentation or direction of any sexual performance or is in any way responsible for acquiring such material for sale rental or exhibition. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 7,whenever it becomes necessary for the purposes of this article to determine whether a child who participated in a sexual performance was under an age specified in this article the court or jury may make such determination by any of the following: personal inspection of the child; inspection of a photograph or motion picture which constituted the sexual  performance;  oral testimony by a witness to the sexual performance as to the age of the child based upon the child's appearance; expert medical testimony based upon the appearance of the child in the sexual performance; and any other method authorized by any applicable provision of law or by the rules of evidence at common law. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
Title 8 Article 2 Citation 8,     substance or alcohol. 1. a person is guilty of facilitating a sexual performance by a child with a controlled substance or alcohol when he or she: (a) (i) knowingly and unlawfully possesses a controlled substance as defined in section thirty-three hundred six of the public health law or any controlled substance that requires a prescription to obtain (ii) administers that substance to a person under the age of seventeen without such person's consent (iii) intends to commit against such person conduct constituting a felony as defined in section 263.05 263.10 or 263.15 of this article and (iv) does so commit or attempt to commit such conduct against such person; or (b) (i) administers alcohol to a person under the age of seventeen without such person's consent (ii) intends to commit against such person conduct constituting a felony defined in section 263.05 263.10 or 263.15 of this article and (iii) does so commit or attempt to commit such conduct against such person. 2. for the purposes of this section "controlled substance" means any substance or preparation compound mixture salt or isomer of any substance defined in section thirty-three hundred six of the public health law. facilitating a sexual performance by a child with a controlled substance or alcohol is a class b felony. ask a lawyer find a lawyer                              subscribe to justia's free newsletters featuring summaries of federal and state court opinions.                
